gene_id,CAZyme1,CAZyme2,substrate,bacteria,contig_id,gene,depth,Site
k71_201878_32249,GH0,NA,NA,Sodalis,k71_201878,32249,14,S1
k71_201878_32250,AA9,NA,NA,Sodalis,k71_201878,32250,22,S1
k71_201878_32268,GT2,NA,NA,Sodalis,k71_201878,32268,25,S1
k71_201878_32269,GT51,NA,NA,Sodalis,k71_201878,32269,24,S1
k71_201878_32270,GT4,NA,NA,Sodalis,k71_201878,32270,23,S1
k71_205524_2731,CBM48,GH13_9,NA,Rosenbergiella,k71_205524,2731,2.4,S1
k71_205751_2951,CBM50,NA,NA,Rosenbergiella,k71_205751,2951,2.9,S1
k71_206993_5223,GT4,NA,NA,Rosenbergiella,k71_206993,5223,2,S1
k71_207708_6103,GT0,NA,NA,Acinetobacter,k71_207708,6103,2.3,S1
k71_208399_7552,GT107,NA,NA,Rosenbergiella,k71_208399,7552,2.9,S1
k71_20937_13057,GT4,NA,NA,Rosenbergiella,k71_20937,13057,22,S1
k71_20937_13058,GH32,NA,NA,Rosenbergiella,k71_20937,13058,26,S1
k71_209392_9882,GT119,NA,NA,Acinetobacter,k71_209392,9882,2.7,S1
k71_210108_10741,GT28,NA,NA,Acinetobacter,k71_210108,10741,2.2,S1
k71_210175_10875,GT1,NA,NA,Acinetobacter,k71_210175,10875,2.2,S1
k71_21256_13721,GH16_3,NA,NA,Sodalis,k71_21256,13721,15,S1
k71_213226_16300,GH133,GH13,NA,Sodalis,k71_213226,16300,22,S1
k71_213519_16949,GT2,NA,NA,Sodalis,k71_213519,16949,24,S1
k71_213519_16950,GT9,NA,NA,Sodalis,k71_213519,16950,17,S1
k71_213519_16957,GH5_19,NA,NA,Sodalis,k71_213519,16957,27,S1
k71_213519_16958,GT4,NA,NA,Sodalis,k71_213519,16958,20,S1
k71_213519_16959,GT4,NA,NA,Sodalis,k71_213519,16959,24,S1
k71_213519_16960,GT4,NA,NA,Sodalis,k71_213519,16960,22,S1
k71_213519_16961,GT4,NA,NA,Sodalis,k71_213519,16961,28,S1
k71_213519_16962,GT2,NA,NA,Sodalis,k71_213519,16962,32,S1
k71_213519_16965,GT4,NA,NA,Sodalis,k71_213519,16965,16,S1
k71_215145_18686,GH17,GT48,NA,Acinetobacter,k71_215145,18686,2.1,S1
k71_216257_19860,GH13_25,GH133,NA,Rosenbergiella,k71_216257,19860,2.2,S1
k71_21909_14751,GT8,NA,NA,Rosenbergiella,k71_21909,14751,1.7,S1
k71_219358_24555,GH0,NA,NA,Rosenbergiella,k71_219358,24555,3.4,S1
k71_219745_25402,GH1,NA,NA,Sodalis,k71_219745,25402,21,S1
k71_219745_25405,GH13,NA,NA,Sodalis,k71_219745,25405,13,S1
k71_219745_25411,GT4,NA,NA,Sodalis,k71_219745,25411,22,S1
k71_220925_2087,GH92,NA,NA,Rosenbergiella,k71_220925,2087,1.9,S1
k71_221641_3129,AA1_3,NA,NA,Rosenbergiella,k71_221641,3129,2.4,S1
k71_222536_4961,GH3,NA,NA,Sodalis,k71_222536,4961,33,S1
k71_222536_4972,CE1,NA,NA,Sodalis,k71_222536,4972,37,S1
k71_224737_11015,CBM50,NA,NA,Sodalis,k71_224737,11015,40,S1
k71_224737_11023,CE1,NA,NA,Sodalis,k71_224737,11023,47,S1
k71_224737_11024,GH15,NA,NA,Sodalis,k71_224737,11024,34,S1
k71_225574_13389,CBM5,NA,NA,Sodalis,k71_225574,13389,25,S1
k71_225574_13390,CBM5,NA,NA,Sodalis,k71_225574,13390,21,S1
k71_225574_13391,GT1,NA,NA,Sodalis,k71_225574,13391,20,S1
k71_225574_13393,GH3,NA,NA,Sodalis,k71_225574,13393,18,S1
k71_225574_13399,GT121,NA,NA,Sodalis,k71_225574,13399,15,S1
k71_225574_13408,GH3,NA,NA,Sodalis,k71_225574,13408,25,S1
k71_225574_13410,CE9,NA,NA,Sodalis,k71_225574,13410,25,S1
k71_225574_13411,GH1,NA,NA,Sodalis,k71_225574,13411,20,S1
k71_225574_13412,GH38,NA,NA,Sodalis,k71_225574,13412,19,S1
k71_225574_13415,GH3,NA,NA,Sodalis,k71_225574,13415,23,S1
k71_225574_13417,GT1,NA,NA,Sodalis,k71_225574,13417,15,S1
k71_225574_13419,GT4,NA,NA,Sodalis,k71_225574,13419,18,S1
k71_228213_19435,GT2,NA,NA,Rosenbergiella,k71_228213,19435,1.2,S1
k71_229730_23757,GT1,NA,NA,Acinetobacter,k71_229730,23757,2.2,S1
k71_232594_29388,GH128,NA,NA,Acinetobacter,k71_232594,29388,2,S1
k71_232831_30489,GH28,NA,pectin,Acinetobacter,k71_232831,30489,2.6,S1
k71_233076_31005,GH188,NA,NA,Erwinia,k71_233076,31005,7.9,S1
k71_234770_33931,CE4,NA,NA,Rosenbergiella,k71_234770,33931,1.3,S1
k71_234770_33932,GT4,NA,NA,Rosenbergiella,k71_234770,33932,3,S1
k71_234815_34132,GH72,NA,NA,Sodalis,k71_234815,34132,23,S1
k71_234815_34135,GH47,NA,NA,Sodalis,k71_234815,34135,23,S1
k71_234815_34139,GH23,NA,NA,Sodalis,k71_234815,34139,23,S1
k71_234815_34140,GT4,NA,NA,Sodalis,k71_234815,34140,22,S1
k71_234835_34226,GT22,NA,NA,Rosenbergiella,k71_234835,34226,3.2,S1
k71_236303_1580,GH36,NA,NA,Rosenbergiella,k71_236303,1580,2.7,S1
k71_238652_6570,GT2,NA,NA,Sodalis,k71_238652,6570,19,S1
k71_238652_6575,GH92,NA,NA,Sodalis,k71_238652,6575,20,S1
k71_238652_6577,GH20,NA,NA,Sodalis,k71_238652,6577,13,S1
k71_238652_6582,GH3,NA,NA,Sodalis,k71_238652,6582,26,S1
k71_238652_6589,GH4,NA,NA,Sodalis,k71_238652,6589,18,S1
k71_238652_6591,CBM47,NA,NA,Sodalis,k71_238652,6591,19,S1
k71_238652_6596,GT57,NA,NA,Sodalis,k71_238652,6596,22,S1
k71_238652_6598,GT4,NA,NA,Sodalis,k71_238652,6598,17,S1
k71_238652_6599,GH57,NA,NA,Sodalis,k71_238652,6599,22,S1
k71_238652_6603,GT35,NA,NA,Sodalis,k71_238652,6603,16,S1
k71_238652_6606,CBM20,NA,NA,Sodalis,k71_238652,6606,20,S1
k71_23889_17901,GT1,NA,NA,Rosenbergiella,k71_23889,17901,2.6,S1
k71_23889_17902,GT1,NA,NA,Rosenbergiella,k71_23889,17902,2.6,S1
k71_239579_8812,GH24,NA,NA,Sodalis,k71_239579,8812,18,S1
k71_239579_8819,GH88,NA,NA,Sodalis,k71_239579,8819,9.9,S1
k71_239579_8820,GH88,NA,NA,Sodalis,k71_239579,8820,16,S1
k71_239579_8821,GH88,NA,NA,Sodalis,k71_239579,8821,13,S1
k71_239579_8823,GT4,NA,NA,Sodalis,k71_239579,8823,25,S1
k71_240143_10550,GH3,NA,NA,Sodalis,k71_240143,10550,13,S1
k71_240143_10552,GT2,NA,NA,Sodalis,k71_240143,10552,20,S1
k71_241469_13652,GT2,NA,NA,Acinetobacter,k71_241469,13652,1.8,S1
k71_241576_14111,PL4_2,NA,NA,Sodalis,k71_241576,14111,14,S1
k71_241576_14112,PL4_2,NA,NA,Sodalis,k71_241576,14112,15,S1
k71_241576_14125,GH105,NA,NA,Sodalis,k71_241576,14125,24,S1
k71_241576_14130,GT49,NA,NA,Sodalis,k71_241576,14130,23,S1
k71_241576_14133,PL9_3,NA,NA,Sodalis,k71_241576,14133,22,S1
k71_241576_14143,GT4,NA,NA,Sodalis,k71_241576,14143,14,S1
k71_241576_14169,CBM50,NA,NA,Sodalis,k71_241576,14169,23,S1
k71_241576_14173,GH23,NA,NA,Sodalis,k71_241576,14173,21,S1
k71_241576_14175,CBM50,NA,NA,Sodalis,k71_241576,14175,22,S1
k71_241576_14195,GT83,NA,NA,Sodalis,k71_241576,14195,19,S1
k71_241576_14223,GT2,NA,NA,Sodalis,k71_241576,14223,14,S1
k71_241576_14230,CBM2,GH18,NA,Sodalis,k71_241576,14230,16,S1
k71_241576_14231,GH73,NA,NA,Sodalis,k71_241576,14231,3.6,S1
k71_241576_14241,GH73,NA,NA,Sodalis,k71_241576,14241,19,S1
k71_241576_14242,GH73,NA,NA,Sodalis,k71_241576,14242,23,S1
k71_241576_14243,GH73,NA,NA,Sodalis,k71_241576,14243,7.6,S1
k71_241979_15980,GH92,NA,NA,Rosenbergiella,k71_241979,15980,3,S1
k71_242567_18534,GH115,NA,NA,Sodalis,k71_242567,18534,20,S1
k71_242567_18535,GT4,NA,NA,Sodalis,k71_242567,18535,19,S1
k71_242567_18539,GH38,NA,NA,Sodalis,k71_242567,18539,25,S1
k71_242567_18541,GT35,NA,NA,Sodalis,k71_242567,18541,13,S1
k71_242567_18545,GH32,NA,NA,Sodalis,k71_242567,18545,22,S1
k71_242567_18547,GT51,NA,NA,Sodalis,k71_242567,18547,22,S1
k71_244296_25358,GH2,NA,NA,Serratia,k71_244296,25358,98,S1
k71_244988_27986,GT121,NA,NA,Sodalis,k71_244988,27986,18,S1
k71_24999_20049,AA9,NA,NA,Erwinia,k71_24999,20049,7.1,S1
k71_25096_20651,GT111,GT8,NA,Sodalis,k71_25096,20651,22,S1
k71_25096_20654,GH13_19,NA,NA,Sodalis,k71_25096,20654,21,S1
k71_25096_20655,GH13_19,NA,NA,Sodalis,k71_25096,20655,13,S1
k71_25096_20662,GT2,NA,NA,Sodalis,k71_25096,20662,26,S1
k71_25096_20664,GH0,NA,NA,Sodalis,k71_25096,20664,19,S1
k71_25096_20665,GH0,NA,NA,Sodalis,k71_25096,20665,26,S1
k71_25096_20671,GH18,NA,NA,Sodalis,k71_25096,20671,23,S1
k71_25096_20672,GT33,NA,NA,Sodalis,k71_25096,20672,12,S1
k71_25096_20674,GT2,NA,NA,Sodalis,k71_25096,20674,20,S1
k71_25096_20676,GT0,NA,NA,Sodalis,k71_25096,20676,25,S1
k71_25096_20677,GT4,NA,NA,Sodalis,k71_25096,20677,20,S1
k71_25096_20678,GT2,NA,NA,Sodalis,k71_25096,20678,19,S1
k71_25096_20679,GT2,NA,NA,Sodalis,k71_25096,20679,19,S1
k71_25096_20681,GT4,NA,NA,Sodalis,k71_25096,20681,18,S1
k71_25096_20683,GT56,NA,NA,Sodalis,k71_25096,20683,24,S1
k71_25096_20684,GT120,NA,NA,Sodalis,k71_25096,20684,20,S1
k71_25096_20685,GT26,NA,NA,Sodalis,k71_25096,20685,18,S1
k71_25214_21152,CBM50,NA,NA,Rosenbergiella,k71_25214,21152,1.7,S1
k71_254594_7515,GH4,NA,NA,Sodalis,k71_254594,7515,22,S1
k71_254594_7518,GH20,NA,NA,Sodalis,k71_254594,7518,17,S1
k71_254594_7519,CE8,NA,NA,Sodalis,k71_254594,7519,22,S1
k71_254843_8253,GH3,NA,NA,Rosenbergiella,k71_254843,8253,2,S1
k71_25588_21905,GH4,NA,NA,Sodalis,k71_25588,21905,21,S1
k71_25588_21911,GH47,NA,NA,Sodalis,k71_25588,21911,16,S1
k71_25588_21921,GT1,NA,NA,Sodalis,k71_25588,21921,19,S1
k71_257153_13960,GH5_9,NA,NA,Acinetobacter,k71_257153,13960,1.9,S1
k71_258836_16247,GT2,NA,NA,Acinetobacter,k71_258836,16247,2.1,S1
k71_26121_22644,GH17,NA,NA,Acinetobacter,k71_26121,22644,2,S1
k71_261379_20334,CBM50,NA,NA,Acinetobacter,k71_261379,20334,2.3,S1
k71_261534_20834,CBM20,NA,NA,Rosenbergiella,k71_261534,20834,1.9,S1
k71_262035_21826,GT2,NA,NA,Rosenbergiella,k71_262035,21826,3.2,S1
k71_264774_26348,GH186,NA,NA,Rosenbergiella,k71_264774,26348,2.3,S1
k71_266521_28882,GH13_30,NA,NA,Rosenbergiella,k71_266521,28882,2.7,S1
k71_266799_29313,CBM48,NA,NA,Acinetobacter,k71_266799,29313,2.7,S1
k71_26927_23798,GT2,NA,NA,Rosenbergiella,k71_26927,23798,2.3,S1
k71_269815_7737,GH28,NA,NA,Sodalis,k71_269815,7737,23,S1
k71_269848_7939,GT2,NA,NA,Sodalis,k71_269848,7939,19,S1
k71_269848_7940,GH186,NA,NA,Sodalis,k71_269848,7940,26,S1
k71_269848_7941,GH78,NA,NA,Sodalis,k71_269848,7941,16,S1
k71_269848_7942,GH1,NA,NA,Sodalis,k71_269848,7942,16,S1
k71_269848_7943,GH1,NA,beta-galactan,Sodalis,k71_269848,7943,20,S1
k71_269848_7946,GT9,NA,NA,Sodalis,k71_269848,7946,13,S1
k71_269848_7950,CE1,NA,NA,Sodalis,k71_269848,7950,13,S1
k71_269848_7953,CBM50,NA,NA,Sodalis,k71_269848,7953,19,S1
k71_269848_7955,GT4,NA,NA,Sodalis,k71_269848,7955,21,S1
k71_270118_8327,GH1,NA,NA,Sodalis,k71_270118,8327,16,S1
k71_270118_8328,GH3,NA,NA,Sodalis,k71_270118,8328,24,S1
k71_270118_8334,GT4,NA,NA,Sodalis,k71_270118,8334,15,S1
k71_270118_8335,GT2,NA,NA,Sodalis,k71_270118,8335,16,S1
k71_270118_8341,GT83,NA,NA,Sodalis,k71_270118,8341,20,S1
k71_270118_8342,GT2,NA,NA,Sodalis,k71_270118,8342,24,S1
k71_272189_13104,GH24,NA,NA,Sodalis,k71_272189,13104,18,S1
k71_272189_13106,GH27,NA,NA,Sodalis,k71_272189,13106,20,S1
k71_272189_13107,GT66,NA,NA,Sodalis,k71_272189,13107,19,S1
k71_272189_13118,CE3,NA,NA,Sodalis,k71_272189,13118,23,S1
k71_272189_13119,GT13,NA,NA,Sodalis,k71_272189,13119,14,S1
k71_272189_13127,CBM50,NA,NA,Sodalis,k71_272189,13127,21,S1
k71_272189_13133,GT106,NA,NA,Sodalis,k71_272189,13133,16,S1
k71_272189_13134,GH152,NA,NA,Sodalis,k71_272189,13134,22,S1
k71_272189_13144,GH78,NA,NA,Sodalis,k71_272189,13144,24,S1
k71_272189_13153,GT2,GT4,NA,Sodalis,k71_272189,13153,22,S1
k71_272189_13154,GT121,NA,NA,Sodalis,k71_272189,13154,15,S1
k71_272189_13155,GT121,NA,NA,Sodalis,k71_272189,13155,14,S1
k71_272189_13157,GH36,NA,NA,Sodalis,k71_272189,13157,20,S1
k71_272189_13161,GT2,NA,NA,Sodalis,k71_272189,13161,26,S1
k71_272189_13162,CBM43,GH72,NA,Sodalis,k71_272189,13162,21,S1
k71_272189_13163,GT2,NA,NA,Sodalis,k71_272189,13163,22,S1
k71_272189_13170,GT4,NA,NA,Sodalis,k71_272189,13170,19,S1
k71_272189_13172,GH93,NA,NA,Sodalis,k71_272189,13172,25,S1
k71_272189_13179,GT1,NA,NA,Sodalis,k71_272189,13179,19,S1
k71_272189_13181,AA3_2,NA,NA,Sodalis,k71_272189,13181,18,S1
k71_272189_13185,GH9,NA,NA,Sodalis,k71_272189,13185,17,S1
k71_272189_13186,GH16_27,NA,NA,Sodalis,k71_272189,13186,20,S1
k71_272189_13200,GH34,NA,NA,Sodalis,k71_272189,13200,20,S1
k71_272189_13201,GH13_3,NA,NA,Sodalis,k71_272189,13201,20,S1
k71_272189_13208,GH13_48,NA,NA,Sodalis,k71_272189,13208,25,S1
k71_272189_13210,GT2,NA,NA,Sodalis,k71_272189,13210,27,S1
k71_272786_14599,GT0,NA,NA,Rosenbergiella,k71_272786,14599,2.9,S1
k71_27286_24619,GH5_12,NA,NA,Sodalis,k71_27286,24619,21,S1
k71_27286_24633,GH36,NA,NA,Sodalis,k71_27286,24633,12,S1
k71_27286_24634,GH36,NA,alpha-galactan,Sodalis,k71_27286,24634,19,S1
k71_27286_24635,GH36,NA,NA,Sodalis,k71_27286,24635,9.3,S1
k71_27286_24636,GH36,NA,NA,Sodalis,k71_27286,24636,15,S1
k71_27286_24637,GH36,NA,NA,Sodalis,k71_27286,24637,12,S1
k71_27286_24643,GH4,NA,NA,Sodalis,k71_27286,24643,15,S1
k71_27416_24849,AA6,NA,NA,Sodalis,k71_27416,24849,7.7,S1
k71_27416_24850,AA6,NA,NA,Sodalis,k71_27416,24850,10,S1
k71_274488_18385,GT4,NA,NA,Acinetobacter,k71_274488,18385,3,S1
k71_278329_27066,GH131,NA,NA,Acinetobacter,k71_278329,27066,2.8,S1
k71_279140_28919,GH5_1,NA,NA,Sodalis,k71_279140,28919,22,S1
k71_279140_28927,GH13_23,NA,NA,Sodalis,k71_279140,28927,25,S1
k71_282404_34446,GT20,NA,NA,Acinetobacter,k71_282404,34446,3,S1
k71_28241_26546,CBM48,NA,NA,Serratia,k71_28241,26546,98,S1
k71_282568_34688,GT119,NA,NA,Rosenbergiella,k71_282568,34688,3.3,S1
k71_283771_2210,GT15,NA,NA,Acinetobacter,k71_283771,2210,2.4,S1
k71_284467_3926,GT1,NA,NA,Rosenbergiella,k71_284467,3926,2.7,S1
k71_284509_4014,GH23,NA,NA,Arsenophonus,k71_284509,4014,130,S1
k71_284598_4271,CE8,NA,NA,Sodalis,k71_284598,4271,22,S1
k71_284598_4277,GT2,NA,NA,Sodalis,k71_284598,4277,18,S1
k71_284598_4281,CBM91,GH43_11,NA,Sodalis,k71_284598,4281,18,S1
k71_284598_4289,CBM5,NA,NA,Sodalis,k71_284598,4289,23,S1
k71_284598_4290,CBM61,NA,NA,Sodalis,k71_284598,4290,28,S1
k71_284598_4293,CBM50,NA,NA,Sodalis,k71_284598,4293,22,S1
k71_284598_4297,GH13_31,NA,NA,Sodalis,k71_284598,4297,17,S1
k71_284598_4298,GH132,NA,NA,Sodalis,k71_284598,4298,22,S1
k71_284598_4304,GH10,NA,NA,Sodalis,k71_284598,4304,19,S1
k71_284598_4315,GT9,NA,NA,Sodalis,k71_284598,4315,18,S1
k71_285578_7291,GH2,NA,NA,Sodalis,k71_285578,7291,17,S1
k71_285578_7298,GT2,NA,NA,Sodalis,k71_285578,7298,22,S1
k71_285578_7304,GT2,NA,NA,Sodalis,k71_285578,7304,25,S1
k71_285578_7310,GH1,NA,NA,Sodalis,k71_285578,7310,24,S1
k71_285578_7313,PL9_3,NA,NA,Sodalis,k71_285578,7313,18,S1
k71_285578_7334,GH5_12,NA,NA,Sodalis,k71_285578,7334,24,S1
k71_285578_7339,GH76,NA,NA,Sodalis,k71_285578,7339,15,S1
k71_285578_7341,GT2,NA,NA,Sodalis,k71_285578,7341,19,S1
k71_285578_7342,GT2,NA,NA,Sodalis,k71_285578,7342,22,S1
k71_285578_7343,GT2,NA,NA,Sodalis,k71_285578,7343,21,S1
k71_285578_7344,GT2,NA,NA,Sodalis,k71_285578,7344,9,S1
k71_285578_7356,GH23,NA,NA,Sodalis,k71_285578,7356,25,S1
k71_285578_7361,GT2,NA,NA,Sodalis,k71_285578,7361,23,S1
k71_285578_7371,GT2,NA,NA,Sodalis,k71_285578,7371,18,S1
k71_285694_7978,GT49,NA,NA,Acinetobacter,k71_285694,7978,3,S1
k71_285757_8081,GH23,NA,NA,Pantoea,k71_285757,8081,22,S1
k71_28736_27461,GH28,NA,NA,Rosenbergiella,k71_28736,27461,2.6,S1
k71_288858_13819,GT9,NA,NA,Rosenbergiella,k71_288858,13819,3,S1
k71_290183_16016,GT4,NA,NA,Acinetobacter,k71_290183,16016,3,S1
k71_290752_16664,GH152,NA,NA,Rosenbergiella,k71_290752,16664,2.3,S1
k71_290783_16690,GT0,NA,NA,Rosenbergiella,k71_290783,16690,2.9,S1
k71_290911_16826,GH20,NA,NA,Rosenbergiella,k71_290911,16826,1.7,S1
k71_292840_19810,GT2,NA,NA,Acinetobacter,k71_292840,19810,2.8,S1
k71_292840_19811,GT2,NA,NA,Acinetobacter,k71_292840,19811,1.4,S1
k71_293326_21336,GH4,NA,NA,Klebsiella,k71_293326,21336,23,S1
k71_295132_26153,GH23,NA,NA,Serratia,k71_295132,26153,27,S1
k71_297378_29754,GH32,NA,fructan,Acinetobacter,k71_297378,29754,2.5,S1
k71_298350_32224,GH3,NA,NA,Acinetobacter,k71_298350,32224,2.8,S1
k71_300084_3709,GH15,NA,NA,Rosenbergiella,k71_300084,3709,2.9,S1
k71_300524_4629,GT15,NA,NA,Acinetobacter,k71_300524,4629,2.6,S1
k71_300594_4763,GH11,NA,NA,Rosenbergiella,k71_300594,4763,2.3,S1
k71_300802_5565,GH36,NA,NA,Sodalis,k71_300802,5565,14,S1
k71_300802_5571,GT0,NA,NA,Sodalis,k71_300802,5571,22,S1
k71_300802_5572,GH36,NA,NA,Sodalis,k71_300802,5572,23,S1
k71_300802_5590,GH13_19,NA,NA,Sodalis,k71_300802,5590,18,S1
k71_300802_5591,GH3,NA,NA,Sodalis,k71_300802,5591,23,S1
k71_300802_5592,GH109,NA,NA,Sodalis,k71_300802,5592,22,S1
k71_300802_5596,GT4,NA,NA,Sodalis,k71_300802,5596,22,S1
k71_300922_5859,GT51,NA,NA,Sodalis,k71_300922,5859,19,S1
k71_300922_5862,GT2,NA,NA,Sodalis,k71_300922,5862,5.3,S1
k71_300922_5863,GT2,NA,NA,Sodalis,k71_300922,5863,21,S1
k71_303436_12044,GH1,NA,NA,Acinetobacter,k71_303436,12044,2.8,S1
k71_303716_12759,CBM50,NA,NA,Rosenbergiella,k71_303716,12759,3.1,S1
k71_304038_13259,GT2,NA,NA,Sodalis,k71_304038,13259,34,S1
k71_304038_13261,GH67,NA,NA,Sodalis,k71_304038,13261,35,S1
k71_304038_13262,GH3,NA,NA,Sodalis,k71_304038,13262,24,S1
k71_304038_13267,GT2,NA,NA,Sodalis,k71_304038,13267,44,S1
k71_307218_20547,AA6,NA,NA,Sodalis,k71_307218,20547,34,S1
k71_307218_20549,GT2,NA,NA,Sodalis,k71_307218,20549,39,S1
k71_307218_20552,GH24,NA,NA,Sodalis,k71_307218,20552,33,S1
k71_309784_26653,GH37,NA,trehalose,Rosenbergiella,k71_309784,26653,2.6,S1
k71_310110_27323,GH32,NA,NA,Rosenbergiella,k71_310110,27323,1.5,S1
k71_310310_27541,CE4,NA,chitin,Sodalis,k71_310310,27541,19,S1
k71_310408_27706,CE9,NA,NA,Rosenbergiella,k71_310408,27706,1.4,S1
k71_31219_32284,CBM32,NA,NA,Rosenbergiella,k71_31219,32284,2.9,S1
k71_31296_32342,GT4,NA,NA,Biostraticola,k71_31296,32342,21,S1
k71_314476_341,AA2,NA,NA,Rosenbergiella,k71_314476,341,2.4,S1
k71_314606_636,GH176,NA,NA,Rosenbergiella,k71_314606,636,2,S1
k71_31519_549,GH15,NA,NA,Sodalis,k71_31519,549,20,S1
k71_31519_550,GT20,NA,NA,Sodalis,k71_31519,550,25,S1
k71_31519_560,GT111,GT8,NA,Sodalis,k71_31519,560,21,S1
k71_31519_571,GH188,NA,NA,Sodalis,k71_31519,571,16,S1
k71_31519_573,GT121,NA,NA,Sodalis,k71_31519,573,22,S1
k71_31519_574,GT90,NA,NA,Sodalis,k71_31519,574,20,S1
k71_31519_585,AA5_1,NA,NA,Sodalis,k71_31519,585,23,S1
k71_31519_587,GH81,NA,NA,Sodalis,k71_31519,587,19,S1
k71_31519_591,CE9,NA,NA,Sodalis,k71_31519,591,17,S1
k71_31519_592,GT2,GT4,NA,Sodalis,k71_31519,592,18,S1
k71_31519_594,CBM50,NA,"chitin, peptidoglycan",Sodalis,k71_31519,594,20,S1
k71_31519_596,GT2,NA,NA,Sodalis,k71_31519,596,19,S1
k71_31519_597,GH23,NA,NA,Sodalis,k71_31519,597,12,S1
k71_31519_598,GH23,NA,NA,Sodalis,k71_31519,598,18,S1
k71_31519_602,GT35,NA,NA,Sodalis,k71_31519,602,24,S1
k71_316728_7554,GT2,NA,NA,Rosenbergiella,k71_316728,7554,1.2,S1
k71_31784_1040,GH9,NA,NA,Acinetobacter,k71_31784,1040,1.4,S1
k71_318916_12073,GT120,NA,NA,Rosenbergiella,k71_318916,12073,2.6,S1
k71_318955_12188,CBM48,NA,NA,Acinetobacter,k71_318955,12188,2.6,S1
k71_32011_1466,GH13_29,NA,NA,Sodalis,k71_32011,1466,23,S1
k71_32011_1477,CE5,NA,NA,Sodalis,k71_32011,1477,25,S1
k71_320172_14635,GT9,NA,NA,Sodalis,k71_320172,14635,23,S1
k71_320172_14636,GT121,NA,NA,Sodalis,k71_320172,14636,25,S1
k71_321121_16969,CBM26,NA,NA,Rosenbergiella,k71_321121,16969,1.5,S1
k71_322908_20695,PL1_1,NA,NA,Sodalis,k71_322908,20695,22,S1
k71_322908_20697,AA3_3,NA,NA,Sodalis,k71_322908,20697,22,S1
k71_322908_20698,GH84,NA,NA,Sodalis,k71_322908,20698,18,S1
k71_322908_20707,GT4,NA,NA,Sodalis,k71_322908,20707,27,S1
k71_322908_20709,GH13_19,NA,NA,Sodalis,k71_322908,20709,21,S1
k71_322908_20710,GH20,NA,NA,Sodalis,k71_322908,20710,25,S1
k71_322908_20716,GH1,NA,NA,Sodalis,k71_322908,20716,24,S1
k71_322908_20717,GT2,NA,NA,Sodalis,k71_322908,20717,22,S1
k71_322908_20722,GT2,NA,NA,Sodalis,k71_322908,20722,23,S1
k71_322908_20727,GH1,NA,NA,Sodalis,k71_322908,20727,20,S1
k71_322908_20728,CE1,NA,NA,Sodalis,k71_322908,20728,25,S1
k71_322908_20734,GH13_40,NA,NA,Sodalis,k71_322908,20734,23,S1
k71_322908_20737,GH38,NA,NA,Sodalis,k71_322908,20737,18,S1
k71_322908_20740,GT2,NA,NA,Sodalis,k71_322908,20740,28,S1
k71_322908_20743,GH28,NA,NA,Sodalis,k71_322908,20743,16,S1
k71_322908_20746,CBM50,NA,NA,Sodalis,k71_322908,20746,16,S1
k71_322908_20748,GH23,NA,NA,Sodalis,k71_322908,20748,27,S1
k71_322908_20749,GH23,NA,NA,Sodalis,k71_322908,20749,24,S1
k71_322908_20751,GT4,NA,NA,Sodalis,k71_322908,20751,20,S1
k71_323263_21933,GH3,NA,NA,Rosenbergiella,k71_323263,21933,1.5,S1
k71_3237_10236,GH23,NA,NA,Acinetobacter,k71_3237,10236,2.5,S1
k71_323920_23696,GH5,NA,NA,Acinetobacter,k71_323920,23696,1.7,S1
k71_327417_31545,GT51,NA,NA,Rosenbergiella,k71_327417,31545,2.8,S1
k71_327993_32530,GT121,NA,NA,Rosenbergiella,k71_327993,32530,4.7,S1
k71_328277_33040,GH0,NA,NA,Sodalis,k71_328277,33040,26,S1
k71_328277_33041,GH3,NA,NA,Sodalis,k71_328277,33041,18,S1
k71_328277_33042,GH39,NA,NA,Sodalis,k71_328277,33042,16,S1
k71_328277_33044,GH39,NA,NA,Sodalis,k71_328277,33044,8.7,S1
k71_328277_33045,GH39,NA,NA,Sodalis,k71_328277,33045,29,S1
k71_328277_33046,GH115,NA,NA,Sodalis,k71_328277,33046,29,S1
k71_328277_33053,GH28,NA,NA,Sodalis,k71_328277,33053,18,S1
k71_328277_33062,CE8,NA,NA,Sodalis,k71_328277,33062,16,S1
k71_332420_7208,GH43_24,NA,NA,Rosenbergiella,k71_332420,7208,1.8,S1
k71_334106_12297,GH24,NA,NA,Sodalis,k71_334106,12297,15,S1
k71_335053_14484,GH103,NA,NA,Acinetobacter,k71_335053,14484,2.4,S1
k71_336304_16897,GT119,NA,NA,Acinetobacter,k71_336304,16897,1.4,S1
k71_336585_17855,GH23,NA,NA,Sodalis,k71_336585,17855,68,S1
k71_336939_19130,GT2,NA,NA,Sodalis,k71_336939,19130,17,S1
k71_336939_19131,GT4,NA,NA,Sodalis,k71_336939,19131,23,S1
k71_336939_19132,GT111,GT8,NA,Sodalis,k71_336939,19132,23,S1
k71_336939_19134,GT4,NA,NA,Sodalis,k71_336939,19134,25,S1
k71_336939_19142,GT2,NA,NA,Sodalis,k71_336939,19142,24,S1
k71_337608_20583,CBM50,NA,NA,Sodalis,k71_337608,20583,20,S1
k71_337608_20584,AA10,NA,chitin,Sodalis,k71_337608,20584,23,S1
k71_337608_20587,GT71,NA,NA,Sodalis,k71_337608,20587,29,S1
